"Sex","Age","P_ID","Questions","Value"
2,38,919589,"TV12","弱い、崩壊"
1,63,783967,"TV12","四角い、積みあがる"
2,29,372821,"TV12","脆い、崩れやすい"
1,45,848301,"TV12","崩れやすい、砂上の"
1,37,343791,"TV12","脆い、壊れる、崩れる"
1,55,171098,"TV12","壊れる、積む"
1,34,615315,"TV12","白い、無機質な"
1,30,211056,"TV12","四角い、均質だ"
1,33,837258,"TV12","四角い、きっちりとしている、正しい"
1,40,236761,"TV12","高い、固い"
1,32,479382,"TV12","永遠じゃない、いずれ壊れる"
1,31,177114,"TV12","甘い、美しい、怖い"
2,35,487568,"TV12","脆い、崩れる"
1,39,131627,"TV12","甘い、変だ"
2,30,214891,"TV12","白い、四角い"
2,42,938806,"TV12","かたい、穏やかだ"
1,51,459279,"TV12","四角い、白い、可愛い"
2,42,618221,"TV13","痛い、激しい"
2,38,854398,"TV13","痛い、明るい"
1,44,596296,"TV13","痛い、怖い、大きい"
1,28,714743,"TV13","痛い、音がする"
1,44,966384,"TV13","しびれる、ビリビリする、速い"
2,28,619505,"TV13","恐ろしい、走る"
1,44,926083,"TV13","悲しい、明るい、必要だ"
1,25,643750,"TV13","危険だ、強い、恐ろしい"
2,30,834992,"TV13","強い、唖然とする"
2,46,596744,"TV13","苦痛、鋭い、突然"
1,34,229654,"TV13","激しい、速い、刺激的な"
1,43,687473,"TV13","眩しい、危ない"
1,45,214246,"TV13","鋭い、素早い、痺れる"
1,50,974184,"TV13","びりびりする、ハッとする"
2,25,813515,"TV13","雷に打たれる、電気が走る"
1,40,268448,"TV13","こわい、いたい"
1,41,619118,"TV13","速い、瞬間的だ"
2,53,379880,"TV13","一瞬だ、急だ、瞬間的だ"
1,51,697066,"TV13","しびれる、ビリビリ、光る"
2,43,695517,"TV13","一瞬、危険"
1,36,450316,"TV13","痛い、迸る、流れる"
2,47,842234,"TV13","突然だ、突き抜ける、鋭い"
1,57,992477,"TV13","感じる、熱い"
1,43,864699,"TV13","奔る　強烈な　痺れる"
2,47,517718,"TV13","刺激がある、パワフルだ、ピリっとする"
2,39,453182,"TV13","刺激的だ、明るい"
2,38,737833,"TV13","震えるような、痺れるような"
2,49,650129,"TV13","響く、伝わる、流れる"
1,35,132018,"TV13","しびれる、痛い"
1,30,372370,"TV13","痺れる、刹那的な"
2,46,417966,"TV13","鋭い、凄まじい、迸る"
1,39,541460,"TV13","痛い、びっくりする"
2,38,919589,"TV13","痺れる、瞬間"
1,63,783967,"TV13","しびれる、ショックだ"
2,29,372821,"TV13","突然だ、驚く"
1,45,848301,"TV13","電撃的な、びりっと"
1,37,343791,"TV13","つらぬく、走る、一瞬に、"
1,55,171098,"TV13","貫く、一瞬"
1,34,615315,"TV13","痺れる、痛い"
1,30,211056,"TV13","速い、響く"
1,33,837258,"TV13","走る、一瞬の、痺れる"
1,40,236761,"TV13","驚く、笑う"
1,32,479382,"TV13","一瞬、あっという間"
1,31,177114,"TV13","痛い、速い、うるさい"
2,35,487568,"TV13","強い、するどい"
1,39,131627,"TV13","痛い、怖い"
2,30,214891,"TV13","一瞬だ、眩しい"
2,42,938806,"TV13","静かな、ひそやかだ"
1,51,459279,"TV13","瞬間的な、眩しい、痛烈な"
2,42,618221,"TV14","縛られる、群がる"
2,38,854398,"TV14","忙しい、大変だ"
1,44,596296,"TV14","汚い、堅い、高い"
1,28,714743,"TV14","学ぶ、広い、作業する"
1,44,966384,"TV14","画一的な、退屈な、不自由な"
2,28,619505,"TV14","機械的な、多い"
1,44,926083,"TV14","嫌だ、大きい、うるさい"
1,25,643750,"TV14","ナンセンスな、同じだ"
2,30,834992,"TV14","規則正しい、厳しい"
2,46,596744,"TV14","建物、広い、大きい"
1,34,229654,"TV14","機械的な、固い、不必要な"
1,43,687473,"TV14","きつい、苦しい"
1,45,214246,"TV14","固い、大きい、巨大だ"
1,50,974184,"TV14","生み出す、学びやすい"
2,25,813515,"TV14","規則的な、厳しい"
1,40,268448,"TV14","もくもくと、かたい"
1,41,619118,"TV14","集団、量産、"
2,53,379880,"TV14","厳しい、規則正しい、機械的だ"
1,51,697066,"TV14","大量生産、生み出す、同じもの"
2,43,695517,"TV14","暗い、陰湿"
1,36,450316,"TV14","型にはまる、寒々しい、騒がしい"
2,47,842234,"TV14","大量生産だ、機械的だ、つまらない"
1,57,992477,"TV14","極端だ、おかしい"
1,43,864699,"TV14","若者を育てる　人を造る　心を生む"
2,47,517718,"TV14","規則正しい、大きい"
2,39,453182,"TV14","大きい、広い"
2,38,737833,"TV14","教育的な、生産的な"
2,49,650129,"TV14","守る、習う、行なう"
1,35,132018,"TV14","厳しい、規則正しい"
1,30,372370,"TV14","画一的な、作り上げる"
2,46,417966,"TV14","厳格だ、不自由だ、狭い"
1,39,541460,"TV14","面白くない、辛い"
2,38,919589,"TV14","規律、規則"
1,63,783967,"TV14","生み出す、育てる"
2,29,372821,"TV14","規律正しい、堅苦しい、いやだ"
1,45,848301,"TV14","避けられない、受動的な"
1,37,343791,"TV14","集団、規律、賑やかだ"
1,55,171098,"TV14","共同、作業"
1,34,615315,"TV14","広い、生産的な"
1,30,211056,"TV14","画一的だ、大変だ"
1,33,837258,"TV14","広い、大勢の"
1,40,236761,"TV14","忙しい、働く"
1,32,479382,"TV14","退屈、めんどくさい"
1,31,177114,"TV14","難しい、大きい、長い"
2,35,487568,"TV14","規則正しい、機械的だ"
1,39,131627,"TV14","珍しい、異質だ"
2,30,214891,"TV14","規則的だ、大きい"
2,42,938806,"TV14","大きい、大切な"
1,51,459279,"TV14","生産的な、隷属的な、画一的な"
2,42,618221,"TV15","自由だ、きままだ"
2,38,854398,"TV15","可愛い、我儘だ"
1,44,596296,"TV15","たくましい、かわいい、小さい"
1,28,714743,"TV15","可愛らしい、気まぐれな"
1,44,966384,"TV15","自由な、気ままな、勝手な"
2,28,619505,"TV15","可愛い、わがままだ"
1,44,926083,"TV15","かわいい、綺麗、鳴く"
1,25,643750,"TV15","わがままだ、気まぐれだ"
2,30,834992,"TV15","気まぐれな、自由な、"
2,46,596744,"TV15","気まぐれ、かわいらしさ"
1,34,229654,"TV15","偉そう、価値がある"
1,43,687473,"TV15","勇ましい、可愛い"
1,45,214246,"TV15","可愛い、純粋だ、清い"
1,50,974184,"TV15","気高い、扱いにくい"
2,25,813515,"TV15","世話が焼ける、意思を曲げない"
1,40,268448,"TV15","うつくしい、かわいい"
1,41,619118,"TV15","かわいらしい、麗しい"
2,53,379880,"TV15","わがままだ、かわいい、小さい"
1,51,697066,"TV15","一番、傲慢"
2,43,695517,"TV15","かわいい、小さい、わがまま"
1,36,450316,"TV15","かわいい、わがまま、慈しむ"
2,47,842234,"TV15","わがままだ、偉い、可愛がられる"
1,57,992477,"TV15","魔法みたい、怪しい"
1,43,864699,"TV15","可愛らしい　愛くるしい　誰しもが跪く"
2,47,517718,"TV15","かわいい、わがままな"
2,39,453182,"TV15","可愛い、美しい"
2,38,737833,"TV15","可愛さ、愛される"
2,49,650129,"TV15","気高い、可愛い、幼い"
1,35,132018,"TV15","強い、かわいい、譲らない"
1,30,372370,"TV15","奔放な、傲慢な、おだてる"
2,46,417966,"TV15","可愛い、愛らしい、大切だ"
1,39,541460,"TV15","愛くるしい、敬う"
2,38,919589,"TV15","わがまま、勝手"
1,63,783967,"TV15","我儘な、可愛い、愛らしい"
2,29,372821,"TV15","自由だ、我儘だ、気ままだ"
1,45,848301,"TV15","神秘の、尊い"
1,37,343791,"TV15","可憐、品がある"
1,55,171098,"TV15","気まま、自由"
1,34,615315,"TV15","可愛い、偉そう"
1,30,211056,"TV15","いじわる、気まぐれだ"
1,33,837258,"TV15","高貴な、美しい、威厳のある"
1,40,236761,"TV15","可愛い、美しい"
1,32,479382,"TV15","わがまま、自由勝手気まま"
1,31,177114,"TV15","美しい、可愛い、小さい"
2,35,487568,"TV15","気高い、強い"
1,39,131627,"TV15","凄い、驚きだ"
2,30,214891,"TV15","気品がある、優雅だ、自由気まま"
2,42,938806,"TV15","かわいい、上品だ"
1,51,459279,"TV15","わがままな、可愛い、やんちゃな"
2,42,618221,"TV16","難しい、難解だ"
2,38,854398,"TV16","難しい、厳しい、しんどい"
1,44,596296,"TV16","楽しい、明るい、多い"
1,28,714743,"TV16","読める、解く"
1,44,966384,"TV16","難解だ、読めない、難しい"
2,28,619505,"TV16","入り組む、難しい"
1,44,926083,"TV16","難しい、読めない、長い"
1,25,643750,"TV16","難しい、楽しい"
2,30,834992,"TV16","難しい、細かい"
2,46,596744,"TV16","難解な、音楽"
1,34,229654,"TV16","面白い、比喩的な"
1,43,687473,"TV16","難しい、面白い"
1,45,214246,"TV16","謎だ、深い、孤独だ"
1,50,974184,"TV16","難しい、読み解く"
2,25,813515,"TV16","難しい、理解に時間がかかる"
1,40,268448,"TV16","わからない、きびしい"
1,41,619118,"TV16","悩ましい、楽しい"
2,53,379880,"TV16","難しい、面白い、楽しい"
1,51,697066,"TV16","情報、変換する、隠す"
2,43,695517,"TV16","難しい、難解"
1,36,450316,"TV16","読み解く、伝える、交わす"
2,47,842234,"TV16","記号だ、難しい、音符だ"
1,57,992477,"TV16","わからない、複雑だ"
1,43,864699,"TV16","複雑な　奥の深い"
2,47,517718,"TV16","分析する、読む"
2,39,453182,"TV16","難解だ、難しい"
2,38,737833,"TV16","難しさ、困難さ"
2,49,650129,"TV16","読む、考える、見る"
1,35,132018,"TV16","読めない、分かりにくい"
1,30,372370,"TV16","難解な、理論的な"
2,46,417966,"TV16","難しい、難解だ、困る"
1,39,541460,"TV16","難しい、解読する"
2,38,919589,"TV16","神秘的、難しい"
1,63,783967,"TV16","不可解な、並べる、意味不明な"
2,29,372821,"TV16","難しい、才能だ"
1,45,848301,"TV16","理解の難しい、読み解く"
1,37,343791,"TV16","難しい、読めない、"
1,55,171098,"TV16","難しい、理解不能"
1,34,615315,"TV16","難解な、不明な"
1,30,211056,"TV16","記す、規則的だ"
1,33,837258,"TV16","複雑な、難しい、謎めいている"
1,40,236761,"TV16","難しい、頑張る"
1,32,479382,"TV16","難しい、訳がわからない"
1,31,177114,"TV16","難しい、小さい、細かい"
2,35,487568,"TV16","難しい、分からない"
1,39,131627,"TV16","おかしい、あやしい"
2,30,214891,"TV16","分かりにくい、難しい"
2,42,938806,"TV16","難しい、ひそやかだ"
1,51,459279,"TV16","論理的、難しい、楽しい"
2,42,618221,"TV17","かたい、ゆるぎない"
2,38,854398,"TV17","重い、硬い、煙たい"
1,44,596296,"TV17","硬い、高い、勇ましい"
1,28,714743,"TV17","固い、割れにくい"
1,44,966384,"TV17","不動の、堅い、大きい"
2,28,619505,"TV17","固い、細長い"
1,44,926083,"TV17","長い、高い、硬い"
1,25,643750,"TV17","高い、硬い、登る"
2,30,834992,"TV17","大きい、たたずむ、もの寂しい"
2,46,596744,"TV17","高い、大きい、硬い"
1,34,229654,"TV17","古い、白い"
1,43,687473,"TV17","硬い、高い"
1,45,214246,"TV17","硬い、高い、重い"
1,50,974184,"TV17","固い、煙い、壊れにくい"
2,25,813515,"TV17","古さを感じる、歴史"
1,40,268448,"TV17","かたい、つよい"
1,41,619118,"TV17","高い、固い、煙い"
2,53,379880,"TV17","硬い、強い、大きい"
1,51,697066,"TV17","刻む、業績、遺構"
2,43,695517,"TV17","高い、堅い"
1,36,450316,"TV17","高い、冷たい、思い出す"
2,47,842234,"TV17","かたい、大きい、冷たい"
1,57,992477,"TV17","いいすぎ、高い"
1,43,864699,"TV17","高い　大きい　硬い"
2,47,517718,"TV17","高い、物悲しい"
2,39,453182,"TV17","高い、固い"
2,38,737833,"TV17","大きな、立派な"
2,49,650129,"TV17","堅い、不動だ、立ちはだかる"
1,35,132018,"TV17","固い、頑丈だ、重たい"
1,30,372370,"TV17","こびり付く、古い"
2,46,417966,"TV17","大きい、硬い、高い"
1,39,541460,"TV17","固い、建てる"
2,38,919589,"TV17","高い、硬い"
1,63,783967,"TV17","建つ、堅い"
2,29,372821,"TV17","上昇する、熱い"
1,45,848301,"TV17","立ち上る、まっすぐと"
1,37,343791,"TV17","佇む、動かない"
1,55,171098,"TV17","細長い、大きい"
1,34,615315,"TV17","高い、立派な"
1,30,211056,"TV17","古い、硬い"
1,33,837258,"TV17","硬い、大きい、どっしりとしている"
1,40,236761,"TV17","黒い、固い"
1,32,479382,"TV17","白い、獲れ得られない"
1,31,177114,"TV17","硬い、大きい、重い"
2,35,487568,"TV17","堅い、高い"
1,39,131627,"TV17","白い、固い"
2,30,214891,"TV17","象徴だ、高い、硬い"
2,42,938806,"TV17","かたい、重い"
1,51,459279,"TV17","堅牢な、孤高な、硬い"
2,42,618221,"TV18","写す、澄んだ"
2,38,854398,"TV18","美しい、眺める"
1,44,596296,"TV18","大きい、同じ、多い"
1,28,714743,"TV18","美しい、広い"
1,44,966384,"TV18","光っている、まぶしい、透明な"
2,28,619505,"TV18","美しい、広い"
1,44,926083,"TV18","青い、見つめる、対称的だ"
1,25,643750,"TV18","青い、広い、美しい"
2,30,834992,"TV18","澄んでいる、きれい、遥かな"
2,46,596744,"TV18","綺麗な、広い"
1,34,229654,"TV18","綺麗な、美しい、晴れやかな"
1,43,687473,"TV18","広い、高い"
1,45,214246,"TV18","透き通る、輝く、眩しい"
1,50,974184,"TV18","映し出す、透明だ"
2,25,813515,"TV18","透明、澄んでいる"
1,40,268448,"TV18","きれい、くっきり"
1,41,619118,"TV18","青い、光る"
2,53,379880,"TV18","美しい、幻想的だ、綺麗だ"
1,51,697066,"TV18","反射する、そのもの、光る"
2,43,695517,"TV18","綺麗、青い"
1,36,450316,"TV18","映す、見る、なめらか"
2,47,842234,"TV18","反射する、写し出す、光る"
1,57,992477,"TV18","青い、高い"
1,43,864699,"TV18","澄んだ　広い　"
2,47,517718,"TV18","美しい、壮大だ"
2,39,453182,"TV18","明るい、きれいだ"
2,38,737833,"TV18","美しさ、綺麗だ"
2,49,650129,"TV18","映る、明るい、輝く"
1,35,132018,"TV18","美しい、透き通っている、映す"
1,30,372370,"TV18","変化する、多種多様な、映し出す"
2,46,417966,"TV18","広い、静謐だ、大きい"
1,39,541460,"TV18","反射する、投影する"
2,38,919589,"TV18","美しい、きれい"
1,63,783967,"TV18","晴れ渡る、輝く、光る"
2,29,372821,"TV18","お見通しだ、綺麗だ"
1,45,848301,"TV18","澄んだ、映し出す"
1,37,343791,"TV18","うつす、澄みわたる"
1,55,171098,"TV18","青い、海の色"
1,34,615315,"TV18","眩しい、美しい"
1,30,211056,"TV18","映す、見透かす"
1,33,837258,"TV18","映し出す、反射する"
1,40,236761,"TV18","青い、心地よい"
1,32,479382,"TV18","見透かされる、正直"
1,31,177114,"TV18","美しい、大きい、深い"
2,35,487568,"TV18","映し出す、反射する"
1,39,131627,"TV18","澄んだ、広大だ"
2,30,214891,"TV18","映る、綺麗だ"
2,42,938806,"TV18","正しい、上品だ"
1,51,459279,"TV18","明るい、澄んだ、率直な"
2,42,618221,"TV19","かわいい、無邪気な"
2,38,854398,"TV19","かわいい、笑う、小さい"
1,44,596296,"TV19","優しい、温かい、柔らかい"
1,28,714743,"TV19","幼い、可愛い"
1,44,966384,"TV19","かわいらしい、無垢の、小さい"
2,28,619505,"TV19","可愛い、微笑ましい"
1,44,926083,"TV19","無邪気だ、かわいい、優しい"
1,25,643750,"TV19","可愛い、純粋だ、愛らしい"
2,30,834992,"TV19","かわいい、やわらかい"
2,46,596744,"TV19","純粋な、可愛い、小さい"
1,34,229654,"TV19","あからさまな、欺瞞的な"
1,43,687473,"TV19","優しい、温かい"
1,45,214246,"TV19","可愛い、小さい、純粋だ"
1,50,974184,"TV19","かわいい、あやす、癒される"
2,25,813515,"TV19","可愛い、愛しい"
1,40,268448,"TV19","やさしい、うれしい"
1,41,619118,"TV19","可愛らしい、弱弱しい"
2,53,379880,"TV19","かわいらしい、純粋無垢だ、小さい"
1,51,697066,"TV19","神の使い、導く、あどけない"
2,43,695517,"TV19","かわいい、小さい"
1,36,450316,"TV19","かわいい、小さい、惨い"
2,47,842234,"TV19","無邪気だ、悪気がない、かわいい"
1,57,992477,"TV19","うそくさい、迷信だ"
1,43,864699,"TV19","愛くるしい　羽のついた　堕ちのない"
2,47,517718,"TV19","清らかだ、小さい"
2,39,453182,"TV19","可愛い、小さい"
2,38,737833,"TV19","愛すべき、可愛い"
2,49,650129,"TV19","白い、素直だ、明るい"
1,35,132018,"TV19","かわいい、優しい"
1,30,372370,"TV19","尊い、大切な、愛らしい"
2,46,417966,"TV19","可愛い、拙い、幼い"
1,39,541460,"TV19","可愛い、心優しい"
2,38,919589,"TV19","無垢、かわいい"
1,63,783967,"TV19","純真な、可愛い、心安らぐ"
2,29,372821,"TV19","可愛い、純粋だ、清い"
1,45,848301,"TV19","曇りの無い、純粋な"
1,37,343791,"TV19","可愛い、無垢、"
1,55,171098,"TV19","無垢、自由"
1,34,615315,"TV19","可愛い、貴重な"
1,30,211056,"TV19","かわいい、無邪気だ"
1,33,837258,"TV19","可愛い、愛らしい、大切な"
1,40,236761,"TV19","明るい、走る、笑う"
1,32,479382,"TV19","幸せ、唯一無二"
